rank,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
42,OFFICIAL HIGE DANDISM,Pretender,ポニーキャニオン,1,41,1150,99025,0.538,0.869,8,-3.464,1,0.0275,0.047,0.0,0.14,0.369,91.972,326843,4
43,DISH//,猫,Sony Music Labels Inc.,16,43,772,97939,0.506,0.769,3,-5.326,1,0.0363,0.113,0.0,0.0828,0.536,154.044,276040,4
44,TWICE,The Feels,WM Japan,10,44,252,97819,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4
45,Ado,新時代 - ウタ from ONE PIECE FILM RED,Universal Music LLC,45,90,2,96975,0.494,0.986,7,-2.262,1,0.243,0.0505,4.41e-06,0.334,0.421,175.003,228214,4
46,Kep1er,WA DA DA,"WAKEONE, Swing Entertainment",12,45,158,95230,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,183693,4
47,HIRAIDAI,"Stand by me, Stand by you.",avex trax,4,46,637,93536,0.66,0.576,3,-5.627,1,0.0363,0.0879,0.0,0.0599,0.561,80.978,193013,4
48,OFFICIAL HIGE DANDISM,I LOVE...,IRORI Records,1,47,878,91555,0.546,0.663,9,-6.071,1,0.0536,0.00938,0.0,0.178,0.407,171.698,282680,4
49,Ado,踊,Universal Music LLC,9,49,409,90121,0.709,0.962,1,-0.753,1,0.106,0.153,1.77e-06,0.621,0.767,128.013,210347,4
50,IVE,ELEVEN,STARSHIP Entertainment,22,48,190,89555,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,178453,4
51,"milet, Aimer, Lilas Ikuta",おもかげ (produced by Vaundy),THE FIRST TAKE MUSIC,25,50,175,88938,0.488,0.638,8,-4.502,1,0.058,0.0258,2.24e-05,0.12,0.713,207.906,188060,4
52,Kyanai,バニラ,ENS Entertainment,51,51,54,81504,0.641,0.698,10,-3.934,1,0.0307,0.028,0.0,0.13,0.521,113.041,251051,4
53,Vaundy,怪獣の花唄,株式会社SDR,51,52,555,81450,0.425,0.939,2,-3.498,1,0.054,0.00361,0.0,0.331,0.638,150.015,224806,4
54,Saucy Dog,優しさに溢れた世界で,A-Sketch,51,53,9,79678,0.518,0.773,2,-7.454,1,0.0468,0.237,3.61e-06,0.126,0.526,147.937,258208,4
55,Mrs. GREEN APPLE,ダンスホール,Universal Music LLC,55,56,17,79461,0.736,0.695,7,-3.87,1,0.0468,0.0209,0.0,0.0517,0.784,109.976,203150,4
56,Saucy Dog,いつか,MASH A&R,52,55,756,76543,0.603,0.509,7,-4.535,1,0.0263,0.0941,0.0,0.201,0.445,79.989,274872,4
57,Uru,それを愛と呼ぶなら,Sony Music Labels Inc.,52,54,40,75166,0.493,0.527,10,-5.126,1,0.0342,0.729,0.0,0.0989,0.452,169.974,294667,4
58,"ZOT on the WAVE, Fuji Taito",Crayon,ZOT on the WAVE & Fuji Taito,57,57,53,73880,0.791,0.859,8,-4.524,1,0.0448,0.157,3.71e-06,0.446,0.946,140.017,176681,4
59,Aimyon,初恋が泣いている,WM Japan,53,58,30,68946,0.608,0.819,6,-4.044,1,0.0301,0.0175,0.000184,0.312,0.659,105.026,239333,4
60,Creepy Nuts,のびしろ,Sony Music Labels Inc.,53,61,283,67883,0.669,0.928,11,-2.926,0,0.0699,0.252,0.0,0.0686,0.963,174.004,236840,4
61,YOASOBI,好きだ,YOASOBI,54,59,11,67264,0.771,0.935,4,-3.366,0,0.0327,0.174,1.06e-06,0.404,0.86,120.032,217512,4
62,Lilas Ikuta,スパークル,幾田りら,51,60,143,67108,0.614,0.579,11,-4.937,1,0.038,0.417,0.0,0.0666,0.692,149.831,213600,4
63,BUMP OF CHICKEN,クロノスタシス,Toy's Factory,52,62,60,61961,0.699,0.738,0,-7.487,1,0.0259,0.0963,5.42e-05,0.163,0.671,120.001,339870,4
64,Yuuri,レオ,Sony Music Labels Inc.,51,63,149,58314,0.629,0.543,5,-6.281,1,0.0252,0.383,0.0,0.127,0.403,93.043,238973,4
65,Saucy Dog,魔法にかけられて,A-Sketch,52,68,77,55974,0.51,0.563,7,-7.686,1,0.0303,0.563,2.24e-05,0.12,0.593,164.058,259353,4
66,Vaundy,napori,株式会社SDR,16,64,564,55890,0.88,0.356,11,-7.802,1,0.297,0.417,0.0,0.0997,0.468,129.822,203787,4
67,Saucy Dog,結,A-Sketch,65,65,212,54877,0.53,0.661,6,-7.09,1,0.0408,0.224,0.0,0.169,0.538,153.935,264840,4
68,Vaundy,花占い,株式会社SDR,17,66,340,54604,0.662,0.789,7,-7.634,0,0.0305,0.0141,0.0,0.317,0.881,135.01,207556,4
69,satomoka,melt bitter,ANTHOLOGY,67,67,18,54599,0.692,0.58,6,-4.539,1,0.036,0.0467,6.03e-05,0.326,0.626,96.067,309840,4
70,Mrs. GREEN APPLE,青と夏,Universal Music LLC,5,70,1425,54432,0.31,0.891,4,-1.66,1,0.0469,0.00157,0.0,0.284,0.748,184.886,270027,4
71,milet,Walkin' In My Lane,Sony Music Labels Inc.,61,69,37,53667,0.604,0.851,7,-4.38,1,0.0918,0.00792,0.000282,0.108,0.342,190.107,240053,4
72,YOAKE,ねぇ,YOAKE project,68,72,12,53621,0.531,0.761,0,-6.434,1,0.0426,0.0769,0.0,0.111,0.962,171.038,200702,4
73,Macaroni Empitsu,恋人ごっこ,TALTO,30,71,755,53250,0.438,0.646,1,-5.301,1,0.0361,0.124,0.0,0.0603,0.745,102.033,200219,4
74,Novelbright,ツキミソウ,Universal Music LLC,51,73,543,52698,0.504,0.645,6,-3.244,1,0.0352,0.432,0.0,0.231,0.473,77.959,312053,4
75,"Creepy Nuts, Ayase, Lilas Ikuta",ばかまじめ,Sony Music Labels Inc.,54,74,82,52473,0.61,0.938,10,-3.592,0,0.0525,0.194,0.0,0.518,0.802,90.949,172367,4
76,DISH//,沈丁花,Sony Music Labels Inc.,51,75,221,51255,0.555,0.834,8,-3.541,1,0.0299,0.0408,0.0,0.346,0.771,120.039,231610,4
77,有華,Partner,flowernote,76,76,22,50570,0.789,0.63,9,-5.049,1,0.037,0.108,1.56e-06,0.132,0.836,95.009,174013,4
78,Tani Yuuki,愛言葉,Valley Records,70,77,72,50176,0.602,0.58,0,-6.029,1,0.0327,0.422,0.0,0.352,0.323,148.079,286547,4
79,Aimyon,マリーゴールド,WM Japan,1,79,1423,50150,0.545,0.745,2,-3.098,1,0.0286,0.0452,0.0,0.0907,0.413,106.094,306627,4
80,SG,僕らまた,SuperGenius Entertainment,67,78,197,49471,0.679,0.298,10,-13.374,1,0.168,0.713,0.0,0.0917,0.698,77.91,197308,4
81,Macaroni Empitsu,ブルーベリー・ナイツ,TALTO,67,80,752,49036,0.66,0.865,5,-3.642,1,0.0277,0.278,0.0,0.0931,0.772,106.008,244869,4
82,"PSY, SUGA",That That (prod. & feat. SUGA of BTS),P NATION,52,81,42,48753,0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,174647,4
83,King Gnu,白日,Sony Music Labels Inc.,1,82,1205,47375,0.599,0.891,1,-3.242,1,0.116,0.562,0.0,0.322,0.694,93.029,276373,4
84,SEVENTEEN,HOT,PLEDIS Entertainment,65,85,14,47232,0.765,0.777,5,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,197587,4
85,Vaundy,不可幸力,株式会社SDR,18,83,692,46669,0.69,0.815,11,-5.227,0,0.0426,0.0157,2.85e-06,0.0636,0.613,94.032,200243,4
86,Novelbright,Walking with you,Emperor Mode,13,84,981,45688,0.422,0.969,7,-0.824,1,0.0591,0.00585,0.0,0.533,0.496,92.524,223187,4
87,back number,怪盗,Universal Music LLC,10,86,382,45661,0.636,0.847,7,-2.093,1,0.037,0.407,0.0,0.295,0.8,114.028,196226,4
88,Saucy Dog,あぁ、もう。,A-Sketch,61,94,175,44886,0.688,0.61,4,-7.469,1,0.0311,0.317,0.0,0.123,0.649,112.124,284335,4
89,Lilas Ikuta,Answer,幾田りら,72,88,428,44601,0.622,0.475,0,-6.199,1,0.036,0.512,0.0,0.127,0.388,79.954,246000,4
90,SEVENTEEN,Darl+ing,PLEDIS Entertainment,68,96,56,44565,0.519,0.695,0,-4.861,1,0.0812,0.299,0.0,0.43,0.515,95.384,176560,4
91,YOASOBI,もう少しだけ,YOASOBI,8,89,396,44325,0.668,0.814,8,-3.732,1,0.0287,0.109,0.0,0.119,0.584,99.98,218853,4
92,[Alexandros],無心拍数 - アオアシ ver.,Universal Music LLC,87,87,5,44255,0.493,0.967,8,-2.177,1,0.0577,0.00142,0.0,0.348,0.514,97.488,210967,4
93,HENTAI SHINSHI CLUB,溜め息,TOY'S FACTORY,67,92,39,43956,0.799,0.559,6,-7.59,1,0.0509,0.132,1.61e-05,0.0965,0.5,94.007,177813,4
94,SUDA MASAKI,虹,Sony Music Labels Inc.,4,93,577,43812,0.543,0.622,5,-4.735,1,0.03,0.0643,0.0,0.17,0.327,143.931,257400,4
95,King Gnu,BOY,Sony Music Labels Inc.,10,91,239,43804,0.619,0.802,0,-6.618,1,0.0629,0.0831,0.0,0.361,0.535,109.982,231386,4
96,Ayase,夜撫でるメノウ,Ayase,51,97,275,43363,0.702,0.732,10,-6.803,1,0.0266,0.0749,0.0,0.297,0.636,100.0,262800,4
97,RADWIMPS,うるうびと,Universal Music LLC,51,98,98,43192,0.489,0.522,11,-5.291,1,0.0306,0.401,0.0,0.238,0.43,78.035,318880,4
98,SPITZ,チェリー,Universal Music LLC,23,100,1282,42355,0.646,0.805,0,-3.422,1,0.0292,0.227,1.95e-05,0.0901,0.748,97.201,259933,4
99,Aimyon,裸の心,WM Japan,2,95,770,42268,0.559,0.448,8,-4.11,1,0.0275,0.537,1.85e-05,0.0915,0.354,148.02,296653,4
100,[Alexandros],ワタリドリ,Universal Music LLC,5,101,1986,42261,0.508,0.964,9,-4.077,1,0.0831,0.00141,0.0,0.197,0.609,134.982,248707,4
101,Harry Styles,As It Was,Columbia,67,103,69,41995,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
102,Yoru no Hitowarai,ミライチズ,夜のひと笑い,13,99,290,41468,0.456,0.873,7,-2.086,1,0.0496,0.0849,2.26e-06,0.051,0.604,205.959,239613,4
103,"BTS, Halsey",Boy With Luv (feat. Halsey),BIGHIT MUSIC,2,107,1155,41183,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,229773,4
104,Yuuri,ピーターパン,Sony Music Labels Inc.,51,104,519,41013,0.633,0.889,11,-4.285,0,0.0482,0.0251,0.0,0.11,0.448,111.977,214213,4
105,DREAMS COME TRUE,大阪LOVER,Universal Music LLC,81,109,203,40864,0.745,0.727,4,-4.902,0,0.0268,0.00554,0.0,0.375,0.546,129.703,266560,4
106,Shota Shimizu,花束のかわりにメロディーを,Sony Music Labels Inc.,66,105,1079,40811,0.42,0.483,8,-5.345,1,0.0291,0.0784,1.05e-05,0.276,0.277,129.808,309440,4
107,"Coldplay, BTS",My Universe,Parlophone UK,9,106,259,40741,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,226198,4
108,Creepy Nuts,2way nice guy,Sony Music Labels Inc.,91,102,8,40703,0.769,0.939,11,-5.506,0,0.0491,0.00304,0.0,0.268,0.806,130.073,225667,4
109,Kenshi Yonezu,Lemon,Sony Music Labels Inc.,4,108,675,39919,0.525,0.646,11,-4.963,1,0.0268,0.304,0.0,0.297,0.373,86.957,255827,4
110,Yuuri,うぉ,Sony Music Labels Inc.,62,110,28,39860,0.704,0.66,11,-4.602,1,0.0929,0.315,0.0,0.0852,0.86,109.873,168027,4
111,Vaundy,Tokimeki,SDR Inc.,52,117,261,39261,0.657,0.697,5,-7.392,1,0.0297,0.00105,0.0225,0.286,0.915,120.028,212000,4
112,Eve,廻廻奇譚,TOY'S FACTORY,7,113,612,38692,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,221426,4
113,Ryokuoushoku Shakai,キャラクター,Sony Music Labels Inc.,72,120,119,38671,0.65,0.913,5,-2.147,1,0.0758,0.15,0.0,0.345,0.594,124.025,249427,4
114,CHEHON,韻波句徒,Sony Music Labels Inc.,114,115,12,38431,0.806,0.863,10,-2.679,0,0.0518,0.408,0.0,0.0755,0.928,122.03,291440,4
115,Ed Sheeran,Shape of You,Atlantic Records UK,1,112,1981,38125,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
116,Uru,Love Song,Sony Music Labels Inc.,102,111,230,38061,0.575,0.583,9,-4.72,1,0.0309,0.569,0.0,0.0894,0.39,137.766,286413,4
117,Ado,阿修羅ちゃん,Universal Music LLC,52,123,225,38050,0.629,0.945,1,-3.957,0,0.161,0.0712,0.0,0.312,0.686,156.048,195080,4
118,Yuuri,かくれんぼ,Sony Music Labels Inc.,13,114,747,37850,0.667,0.534,9,-6.963,1,0.0606,0.479,0.0,0.124,0.308,156.054,271427,4
119,Kenshi Yonezu,感電,Sony Music Labels Inc.,1,116,675,37727,0.633,0.723,8,-5.733,0,0.143,0.107,0.0,0.0818,0.688,103.101,264533,4
120,Sukima Switch,全力少年,Universal Music LLC,65,121,904,37673,0.639,0.79,2,-4.156,1,0.0263,0.25,0.0,0.299,0.733,133.948,272747,4
121,HIRAIDAI,題名のない今日,avex trax,56,118,498,37113,0.707,0.479,11,-6.088,1,0.0328,0.2,0.0,0.384,0.633,87.012,193709,4
122,Vaundy,裸の勇者,Sony Music Labels Inc.,51,119,154,37014,0.442,0.888,9,-5.747,0,0.121,0.0127,0.000727,0.2,0.435,163.032,201973,4
123,Ado,ギラギラ,Universal Music LLC,22,129,480,36735,0.657,0.862,7,-4.163,1,0.0543,0.0492,0.0,0.0898,0.724,95.994,276080,4
124,HIRAIDAI,HOPE,avex trax,95,126,31,36335,0.691,0.649,3,-5.61,1,0.173,0.275,0.0,0.0647,0.69,177.959,185991,4
125,back number,HAPPY BIRTHDAY,Universal Music LLC,61,127,607,35772,0.482,0.602,11,-4.365,1,0.0303,0.0702,0.0,0.0677,0.535,145.988,258333,4
126,OFFICIAL HIGE DANDISM,Anarchy,IRORI Records,52,130,154,35697,0.7,0.716,11,-7.834,0,0.0307,0.000311,0.00254,0.101,0.471,133.968,268431,4
127,BLOOM VASE,Bluma to Lunch,Warner Music D.N.A.,12,131,489,35676,0.756,0.726,7,-5.388,1,0.0489,0.034,0.000455,0.119,0.792,123.98,159040,4
128,NMIXX,O.O,JYP Entertainment,59,125,107,35656,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,172936,4
129,Vaundy,世界の秘密,株式会社SDR,52,128,530,35489,0.683,0.53,6,-6.749,0,0.0614,0.142,0.0,0.0978,0.823,159.969,221250,4
130,Mrs. GREEN APPLE,インフェルノ,Universal Music LLC,13,132,1058,35134,0.533,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,211600,4
131,"Awich, JP THE WAVY, YZERR",GILA GILA,Universal Music LLC,56,124,146,34943,0.854,0.783,11,-5.963,1,0.23,0.0293,0.0,0.322,0.431,132.026,253333,4
132,yama,春を告げる,yama,6,133,761,34651,0.548,0.871,11,-5.377,1,0.123,0.0397,0.0,0.357,0.487,120.009,196497,4
133,Gen Hoshino,不思議,Speedstar,11,138,410,34640,0.753,0.574,3,-4.57,1,0.0483,0.0512,3.71e-06,0.141,0.527,89.024,290000,4
134,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,122,122,3,34359,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
135,back number,高嶺の花子さん,Universal Music LLC,7,137,1198,34352,0.54,0.923,9,-2.838,1,0.0623,0.066,0.0,0.124,0.343,137.977,294813,4
136,DREAMS COME TRUE,何度でも,Universal Music LLC,34,145,1110,34225,0.551,0.768,4,-5.147,1,0.0386,0.213,0.0,0.253,0.35,100.037,222760,4
137,Aimyon,桜が降る夜は,WM Japan,12,140,478,34030,0.641,0.957,5,-2.574,1,0.0455,0.384,1.05e-06,0.218,0.71,106.995,274800,4
138,CHANMINA,ハレンチ,WM Japan,96,149,111,33736,0.713,0.869,11,-6.002,0,0.0519,0.0469,1.33e-06,0.383,0.56,120.021,198709,4
139,"Shota Shimizu, Taka",Curtain Call,Sony Music Labels Inc.,51,144,338,33649,0.656,0.582,0,-5.85,1,0.0329,0.189,0.0,0.243,0.401,85.004,267587,4
140,BE:FIRST,Betrayal Game,B-ME,51,134,47,33564,0.841,0.53,2,-6.797,0,0.0854,0.345,0.0,0.154,0.906,115.033,225267,4
141,HIRAIDAI,Buddy,avex trax,51,135,374,33537,0.786,0.482,6,-6.82,1,0.0477,0.156,0.0,0.34,0.617,89.992,174233,4
142,Aimyon,君はロックを聴かない,WM Japan,2,143,1590,33278,0.524,0.687,7,-4.039,1,0.0267,0.00135,0.0,0.169,0.619,99.919,246307,4
143,"MISIA, HIDE (GReeeeN)",アイノカタチ,Sony Music Labels Inc.,6,136,1124,33061,0.39,0.654,6,-6.247,1,0.0335,0.0241,0.0,0.196,0.304,180.043,262693,4
144,Vaundy,東京フラッシュ,株式会社SDR,78,142,714,33025,0.628,0.634,2,-5.508,1,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99,258859,4
145,SEKAI NO OWARI,虹色の戦争,LASTRUM Music Entertainment,60,141,258,32871,0.479,0.872,11,-5.11,0,0.0538,0.000833,2.1e-06,0.0784,0.544,170.037,337133,4
146,鈴木鈴木,海のリビング,Suzukisuzuki,53,155,288,32870,0.652,0.846,10,-4.005,0,0.0374,0.0905,0.0,0.242,0.762,97.998,223600,4
147,YOASOBI,ハルカ,YOASOBI,16,147,539,32787,0.712,0.817,1,-5.123,1,0.0279,0.0717,7.21e-06,0.146,0.679,100.016,243613,4
148,Mr.Children,HANABI,Toy's Factory,1,146,1487,32697,0.638,0.766,1,-5.541,1,0.0268,0.157,0.0,0.124,0.595,112.005,342773,4
149,Justin Bieber,Ghost,RBMG/Def Jam,86,154,127,32334,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4
150,Sheena Ringo,丸ノ内サディスティック,Universal Music LLC,37,139,776,32254,0.425,0.916,8,-2.909,1,0.118,0.113,0.000398,0.108,0.659,199.694,235867,4
151,"MAISONdes, Tani Yuuki, Kei Sugawara",Cheers,Sony Music Labels Inc.,124,148,11,32248,0.626,0.784,0,-4.587,1,0.0529,0.0437,2.07e-05,0.204,0.705,97.844,232867,4
152,Sukima Switch,奏(かなで),Universal Music LLC,19,161,1274,31758,0.519,0.666,10,-6.163,1,0.0262,0.553,0.000169,0.0948,0.461,149.839,328627,4
153,"Orangestar, 夏背, ルワン",Surges,U&R records,109,150,175,31732,0.587,0.924,5,-4.622,1,0.0534,0.0775,0.0,0.256,0.882,136.95,120876,4
154,OFFICIAL HIGE DANDISM,Universe,IRORI Records,52,160,512,31640,0.503,0.895,1,-5.706,1,0.154,0.0774,6.15e-06,0.165,0.596,185.976,285813,4
155,OFFICIAL HIGE DANDISM,ノーダウト,LASTRUM,3,156,1516,31552,0.574,0.936,2,-3.185,1,0.0701,0.0585,0.0,0.336,0.792,149.954,202395,4
156,Aimer,カタオモイ,Sony Music Labels Inc.,54,162,1224,31454,0.621,0.533,1,-5.974,1,0.0342,0.78,0.0,0.333,0.791,96.981,207360,4
157,Ryokuoushoku Shakai,陽はまた昇るから,Sony Music Labels Inc.,101,163,55,31433,0.576,0.944,6,-2.409,1,0.06,0.0541,0.0,0.334,0.727,142.04,266373,4
158,SUDA MASAKI,まちがいさがし,Sony Music Labels Inc.,3,153,1102,31392,0.534,0.642,2,-5.568,1,0.0372,0.523,0.0,0.39,0.443,155.921,223640,4
159,LiSA,炎,Sony Music Labels Inc.,1,151,606,31187,0.477,0.685,2,-4.554,1,0.0325,0.105,0.0,0.277,0.308,152.04,275000,4
160,MONGOL800,小さな恋のうた,TISSUE FREAK RECORDS,6,152,1762,31152,0.403,0.778,11,-4.856,1,0.0395,0.00203,0.0,0.227,0.628,115.581,222640,4
161,Uru,プロローグ,Sony Music Labels Inc.,51,158,482,31131,0.436,0.69,0,-5.136,1,0.0534,0.483,0.0,0.0878,0.322,170.133,302347,4
162,Yuuri,ミズキリ,Sony Music Labels Inc.,55,159,149,31102,0.446,0.706,1,-5.447,1,0.033,0.163,0.0,0.11,0.445,179.906,208400,4
