rank,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
165,"Aimer, Vaundy",地球儀,Sony Music Labels Inc.,64,150,85,28903,0.678,0.837,1,-5.367,1,0.0425,0.0129,4.2e-05,0.0711,0.916,100.058,232787,4
166,SUDA MASAKI,さよならエレジー,Sony Music Labels Inc.,1,160,1205,28748,0.466,0.934,1,-2.739,1,0.0539,0.00333,0.0,0.277,0.62,154.966,257067,4
167,"STUTS, Takako Matsu, BIM, 岡田将生, 3exes",Presence II,Sony Music Labels Inc.,79,161,12,28615,0.431,0.732,6,-5.875,0,0.0871,0.415,1.35e-05,0.0841,0.329,93.618,250509,4
168,Ryokuoushoku Shakai,ずっとずっとずっと,Sony Music Labels Inc.,168,173,3,28550,0.68,0.906,10,-1.419,1,0.0478,0.158,0.0,0.122,0.806,127.989,228546,4
169,Kenshi Yonezu,アイネクライネ,Universal Music LLC,58,165,271,28227,0.471,0.868,1,-2.291,1,0.0295,0.0384,0.0,0.297,0.811,173.969,288013,4
170,HENTAI SHINSHI CLUB,すきにやる,PLAZMA RECORDZ,122,166,27,28127,0.7,0.689,1,-7.016,1,0.0857,0.15,0.0,0.156,0.713,93.132,217037,4
171,aespa,Next Level,SM Entertainment,153,162,23,28103,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,221573,4
172,DECO*27,ヴァンパイア,OTOIRO,146,171,9,28060,0.555,0.955,1,-4.073,0,0.048,0.0096,0.0,0.329,0.955,164.028,178235,4
173,Mrs. GREEN APPLE,ロマンチシズム,Universal Music LLC,21,167,817,27945,0.598,0.878,10,-3.144,1,0.0634,0.0038,0.0,0.0468,0.901,125.529,213613,4
174,"SORANE, kojikoji",Hug,sorane,51,164,366,27817,0.727,0.83,1,-3.129,0,0.164,0.871,0.0,0.0907,0.839,91.859,184728,4
175,ONE OK ROCK,Wasted Nights,A-Sketch,4,170,861,27806,0.556,0.833,5,-5.29,1,0.0402,0.0156,0.0,0.0659,0.374,125.07,224747,4
176,OFFICIAL HIGE DANDISM,パラボラ,ポニーキャニオン,11,175,427,27408,0.564,0.765,0,-5.484,0,0.0328,0.00175,0.0,0.332,0.353,124.013,301060,4
177,Justin Bieber,Hold On,RBMG/Def Jam,68,168,96,27288,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,170813,4
178,"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed – Siren Beat) [BTS Remix],Columbia,54,172,241,27246,0.758,0.598,0,-5.695,0,0.0868,0.16,0.0,0.295,0.658,149.836,184905,4
179,BTS,FAKE LOVE,BIGHIT MUSIC,1,177,759,27240,0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,242334,4
180,yama,麻痺,Sony Music Labels Inc.,57,176,145,26925,0.532,0.932,5,-4.303,0,0.0522,0.0661,0.0,0.38,0.738,100.1,198100,4
181,GReeeeN,愛唄,Universal Music LLC,4,181,1601,26649,0.505,0.791,8,-3.729,1,0.0308,0.0839,0.0,0.187,0.425,169.964,236253,4
182,"¥ellow Bucks, Eric.B.Jr",Yessir,To The Top Gang,145,179,140,26591,0.803,0.588,10,-4.68,0,0.0641,0.184,0.0,0.0792,0.571,89.973,172389,4
183,BTS,IDOL,BIGHIT MUSIC,3,182,374,26396,0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.422,126.035,222732,4
184,Tokyo Incidents,一服,Universal Music LLC,184,-1,1,26389,0.762,0.622,7,-5.485,1,0.0533,0.0126,0.0,0.0776,0.403,119.966,134067,4
185,Shota Shimizu,花束のかわりにメロディーを,Sony Music Labels Inc.,66,178,714,26325,0.42,0.483,8,-5.345,1,0.0291,0.0784,1.05e-05,0.276,0.277,129.808,309440,4
186,Macaroni Empitsu,ヤングアダルト,TALTO,152,174,37,26314,0.744,0.831,3,-4.8,1,0.0355,0.334,2.71e-06,0.0879,0.834,131.053,258159,4
187,MONGOL800,小さな恋のうた,TISSUE FREAK RECORDS,6,186,1483,26218,0.403,0.778,11,-4.856,1,0.0395,0.00203,0.0,0.227,0.628,115.581,222640,4
188,ReN,あーあ。,WM Japan,137,184,50,26038,0.636,0.509,1,-8.079,1,0.0639,0.208,0.0,0.108,0.379,169.896,168762,4
189,back number,花束,Universal Music LLC,50,180,786,25986,0.519,0.713,2,-3.612,1,0.0324,0.0178,0.0,0.353,0.505,159.963,286053,4
190,Kanaria,KING,Kanaria,139,193,131,25924,0.58,0.783,8,-6.007,1,0.0628,0.0476,0.0163,0.111,0.926,165.996,135500,4
191,SPITZ,チェリー,Universal Music LLC,23,185,944,25875,0.646,0.805,0,-3.422,1,0.0292,0.227,1.95e-05,0.0901,0.748,97.201,259933,4
192,ZUTOMAYO,秒針を噛む,Universal Music LLC,51,188,771,25716,0.655,0.962,1,-3.055,0,0.0443,0.0197,5.56e-06,0.253,0.775,129.902,260800,4
193,BTS,Blue & Grey,BIGHIT MUSIC,52,187,127,25697,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,254950,4
194,BTS,Euphoria,BIGHIT MUSIC,19,191,208,25651,0.637,0.799,2,-4.519,1,0.0338,0.394,0.0,0.0921,0.562,104.995,228615,4
195,HIRAIDAI,祈り花,LASTRUM,75,195,830,25591,0.413,0.706,8,-2.416,1,0.0369,0.202,0.0,0.147,0.58,87.503,263480,4
196,Kaho Nakamura,アイミル,AINOU,169,169,2,25487,0.911,0.568,9,-6.009,1,0.162,0.139,4.06e-06,0.109,0.76,100.02,225447,4
197,back number,ハッピーエンド,Universal Music LLC,12,190,840,25451,0.378,0.654,6,-3.327,0,0.0359,0.0379,1.93e-06,0.141,0.334,77.907,314280,4
198,TWICE,FANCY,WM Japan,5,-1,674,25425,0.697,0.874,5,-2.15,0,0.045,0.0122,0.0,0.627,0.775,132.022,213886,4
199,RADWIMPS,そっけない,Universal Music LLC,68,189,303,25363,0.626,0.399,0,-7.304,1,0.0363,0.594,0.0,0.101,0.184,109.916,389467,4
200,BLACKPINK,How You Like That,Universal Music LLC,6,-1,326,25088,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
